Response Datetime,Position Justification,Draft Feedback,Other Chartacteristics,Zip Code,Birth Year Range,Source to Discuss Denton,Other Source to Discuss Denton,Type of Projects Interest,Other Type of Projects Interest,Add to City Email List,Response ID,City Residency,Property Ownership,Business Ownership,Student Status,Rentership,Work Locus,Ordinance Position
45:54.0,ORDINANCE NOT NEEDED,WASTE OF CITY RESOURCES,,76210,1930 - 1949,Other,RESIDENT UPDATE,"Community/Neighborhood Programs, Planning and Development, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting",,Yes,723564,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
54:47.0,,,,76201,1950 - 1979,Other,Denton Downtowners FB group,"Natural Environment/Resource Conservation, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Transportation and Infrastructure",,Yes,723576,Resident,Property Owner,Business Owner,Non Student,Non Renter,Works in Denton,Support
56:03.0,"Equality is a top issue for me.  It's a basic American right and the fact that we even need to address this is a sad waste of time.  But we do and we should, because equality is paramount and needs to be protected.",,resident of / home owner in Denton County,None provided,1980 - 2009,Other,Denton Parks & Rec email,"Natural Environment/Resource Conservation, Sustainability, Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Trash, Recycling, and Composting",,Yes,723577,Non Resident,Non Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Support
24:09.0,WHY would I support discrimination?,,,None provided,1930 - 1949,Other,utility bill/citizen connection,"Natural Environment/Resource Conservation, Planning and Development, Trash, Recycling, and Composting",,Yes,723620,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Support
24:04.0,"I believe such an ordinance will guarantee protections to all residents and visitors and will promote business while making our community a more welcoming destination for shoppers, students, and potential as well  as current residents.",The absence of such an ordinance encourages bigotry and unfair treatment based on appearances as well actual classes of identification.,,76205,1930 - 1949,"Family or Friend, Other",Friend on Facebook,"Natural Environment/Resource Conservation, Sustainability, Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting",,Yes,723681,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Support
17:51.0,I don’t believe this ordinance is necessary. Current laws protect all people.  Why should people of color or confused on their sex have additional protection?,"The work, time, and money spent was and is unnecessary.",,76207,1950 - 1979,Other,City of Denton Resident Update brochure,"Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity)",,Yes,723768,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works in Denton,Oppose
14:25.0,,,,76201,1950 - 1979,Other,City Council member social media,,,,723874,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works in Denton,Support
50:43.0,,,,76208,1950 - 1979,Other,Citizens Connection Flyer,"Planning and Development, Parks and Recreation",,Yes,724045,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Support
30:55.0,,,,76201,1950 - 1979,Other,email,"Natural Environment/Resource Conservation, Sustainability, Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting",,No,724389,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works in Denton,Support
34:40.0,I strongly believe that all persons should be treated equally.,,,76205,1930 - 1949,Other,Info from City Council member.,"Natural Environment/Resource Conservation, Sustainability, Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Transportation and Infrastructure, Trash, Recycling, and Composting",,Yes,725283,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Support
06:11.0,"We must not assume that every person is as fortunate as the other and that everyone enjoys the same freedoms, because it is not true. We must seek out the disparities and correct them, especially, the most basic and fundamental civil liberties.",I am very pleased that Denton feels that this is an important issue and it addressing it.,,None provided,1950 - 1979,Other,cityofdentonnews.com,"Natural Environment/Resource Conservation, Sustainability, Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Utilities (Water/Wastewater, Electricity)",,Yes,725541,Resident,Property Owner,Business Owner,Non Student,Non Renter,Works in Denton,Support
48:25.0,"I have not heard of issues in Denton, but there have been stories in the news of people denied places to live based on their sexual orientation.  Denton does well with an inclusive reputation.","The online version of this draft is very sparse.  I'm not a lawyer, but it seems very scaled down. Maybe its simplicity is a good thing.",,76210,1950 - 1979,Other,Mailing,"Natural Environment/Resource Conservation, Sustainability, Community/Neighborhood Programs, Parks and Recreation",,Yes,729892,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Support
01:18.0,Biological males should not use the same restrooms as biological females--especially little girls.  The rights and safety of biological women and girls should not be be compromised.,,,76205,1930 - 1949,Other,Citizen Connection July 2021,"Natural Environment/Resource Conservation, Sustainability, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting",,Yes,735560,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
01:40.0,Restroom access should not be based on gender “preference” or “identity”. Not safe and opens city up to increased liability.,,,76207,1950 - 1979,Other,Facebook,"Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Transportation and Infrastructure",,No,738149,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works in Denton,Oppose
46:43.0,People born as a male have no business in the bathroom with girls and vice versa.  If a business so chooses to have a unisex option thats their choice but leaves the rest of us the option to have privacy according to birthed genders,,,None provided,1980 - 2009,Other,Fb,"Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting",,,738565,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
58:34.0,Stop labeling people and telling them they need to be protected.,Stop wasting city dollars that do not get used for the whole. You are hurting those who need our help by chasing big government. Hold people accountable that are not treating others with respect but stop labeling people.,,None provided,1950 - 1979,Other,Posted in group I am in,"Public Safety (Police, Fire, Emergency Preparedness",,No,739065,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
43:14.0,Diversity should be celebrated through welcoming and open spaces where individuals can express themselves without fear of reprisal or retribution. This will attract highly educated professionals and to the area increasing overall household income and boosting economic  development.,Seeds planted today grow into trees in the future. Plant the right ones and you’ll combat hunger; plant the wrong ones and you’ll suck up the water and nutrients in the soil.,I am a resident of Denton County looking to move INTO the city if Denton in less than 6 months’ time.,75065,1980 - 2009,Other,Local non-profit social media account.,"Natural Environment/Resource Conservation, Sustainability, Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting",,No,744554,Non Resident,Non Property Owner,Non Business Owner,Non Student,Non Renter,Works in Denton,Support
57:02.0,,,,76209,1950 - 1979,Other,Facebook,"Sustainability, Community/Neighborhood Programs, Parks and Recreation, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting",,No,744674,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Support
43:01.0,,,,76209,1950 - 1979,Other,Non profit social media account,"Sustainability, Community/Neighborhood Programs, Planning and Development, Parks and Recreation, Transportation and Infrastructure",,Yes,745146,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works in Denton,Support
17:56.0,"I do not believe it is the City's responsibility to enact a non-discrimination ordinance for all of Denton. If the City wishes to develop policies for its employment, renting or use of public facilities, or interacting with residents and busnesses that is it's choice. A non-discrimination ordinance for all of Denton is not within the bounds of a municipal government. The Federal and State governments address these issues.",,,76201,1950 - 1979,Other,Utility Insert,"Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting",,Yes,745338,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
26:03.0,,,,76207,1950 - 1979,Other,OutReach Denton,"Community/Neighborhood Programs, Parks and Recreation",,No,745623,Resident,Property Owner,Business Owner,Non Student,Non Renter,Works in Denton,Support
14:42.0,"No one who lives, works, or does business in the city of Denton should have to worry about facing discrimination because of their sexual orientation or gender identity or any other protected status",Denton can and should offer greater protection than existing state and federal law.,,76209,1950 - 1979,Other,OutReach Denton,"Natural Environment/Resource Conservation, Sustainability, Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting",,,746466,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Support
20:37.0,"> (31) Sex shall mean gender and the biological differences between men and women.

""gender"" is undefined in this document. One of the definitions of ""gender"" in Merriam-Webster dictionary
https://www.merriam-webster.com/dictionary/gender
is ""gender identity"". This at a minimum is extremely ambiguous. Sex should be defined as solely the biological differences between men and women.

> (16) Gender identity shall mean ... and behaviors including, but not limited to, dress, grooming, mannerisms, speech patterns and social interactions, ...

Saying ""the women is who washes dishes"" (gender identity) is just as bad as saying ""the women washes the dishes"" (sexism). Even if this is not what you intended, this is what is encoded.

This is encoding the queer theory of gender without an essence. This is a religious statement. This would be a violation of the 1st amendment.

If it is your desire to prevent discrimination of transgender persons, say it as such. Defining gender identity in this way is the essence of queer: to queer the law, law with narrative without definition. You define a legal term to be anything someone wants it to be. Do not deconstruct our law.

> SECTION 6.

The severance clause (sec6) is overly broad. If certain key phrases are deemed to be unconstitutional or illegal, there is no way to read it in a sane light. Furthermore, saying the council would have approved it without any of such phrase is completly false. Members of the current council have stated on the record that they must have various phrases and attributes for them to vote on them. Section 6 is not true.","> Sec. 14-203-12: (a) Promptly after a complaint that is not within the jurisdiction of a state or federal agency 

Please make it clear, given recent Federal Supreme Court ruling on the topic, which one of these protections do not overlap in some way with a state or federal agency.",,76210,1980 - 2009,Other,Survey,"Natural Environment/Resource Conservation, Sustainability, Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity)",,Yes,752053,Resident,Property Owner,Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
40:40.0,The stories I hear from my loved ones and community members,,,None provided,1980 - 2009,Other,OutReach Denton,Community/Neighborhood Programs,,No,754139,Resident,Property Owner,Business Owner,Non Student,Non Renter,Works in Denton,Support
28:11.0,"Where to begin?  Definition of age:  why 40 or older...discriminates against younger folks;  place of employment to include pre-K, K....charter schools, churches; all places of public accommodation-- this seems like an attempt to unravel all morality codes of a city and discriminate against any church that holds to the scripture (old or new testament) or any school that does not desire to indoctrinate young children that they can choose to be male, female, or somewhere between, in spite of the gender of their birth....   This document is a trojan horse of future legal cases (and expenses), where a very limited few have been given full license to attack cultural standards of morality-- creating a document that does not represent the perspective of most citizens of Denton, but holds them in bondage to the whims of a few.  We already have  legal protections in place for the honest citizen who desires to be treated fairly, ""enjoy equal human rights, including the ability to earn wages through gainful employment, to obtain and enjoy goods, services, facilities and accommodations in all places of public accommodation, and to obtain housing."".   This proposed ordinance is very detailed and precludes the average citizen from having access to studying and considering the ramifications -- while a handful of 5 citizens are asking to be given Carte Blanche authority to change our laws.   At the very least, this needs to go to all voters for a decision.   If this passes, many citizens will be contacting First Liberty Institute and an expensive legal battle will ensue.  I prefer that my city taxes not be spent for that....or the other legal suits sure to be brought up if this ordinance goes into effect.","PLEASE, PLEASE DO NOT DO THIS TO DENTON....Let each complaint be dealt with legally, while NOT discriminating against persons of Faith and biblical morals.   The beginning of wisdom is to Fear God....",I am a volunteer in the City of Denton,None provided,1950 - 1979,Other,Citizen connection with utility bill,"Natural Environment/Resource Conservation, Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting",,,755369,Resident,Property Owner,Non Business Owner,Student,Non Renter,Works outside Denton,Oppose
31:52.0,The ordinance descriminates  against me as a Christian.,Please add a religious exemption clause so that this ordinance wont breaking federal law put in place via our US constitution and Bill of Rights over 250 years ago. The name of the ordinance should also change because it’s hypocritical. It violates my religiously held beliefs thus making the ordinance discriminatory.,I live in Corinth but attend church in Denton,76210,1980 - 2009,Other,Church,,,No,755373,Non Resident,Non Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
45:04.0,"I oppose the ordinance all together, not just this draft. Why? The science, for hundreds of years has shown that a person is born either with x chromosomes or y. There are so few exceptions; hermaphrodites are one. However they can be genetically tested to see which chromosome is more prevalent in their body. What you are proposing in this ordinance is confusion and disorder. 
Please educate yourselves at Waltheyer.com. You will find that these feels sway with the wind. Please do not go with the chaotic flow of society. Our Texas and American constitution set a standard against this type of ordinance already. 
As elected officials you need to abide by the laws in place and not cause chaos amidst your voting citizens. 
Please do not pass any aspect of this ordinance! Thank you",A man is a man. A woman is a woman. Their chromosomes tell us this. You can not change science.,Your laws effect me,76266,1950 - 1979,Other,Stop taking away my freedoms,,,,755929,Non Resident,Non Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
27:46.0,I feel that some portions may violate religious liberty,,,76208,1950 - 1979,"Newspaper/Local News, www.cityofdenton.com, Other",Facebook,"Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting",,Yes,755975,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
30:05.0,"Exactly how can you possibly prove someone guilty of this topic unless they confess?  Just because a business rejects someone from being their customer, or asks them to leave their business immediately, does not mean they are discriminating against them based upon the reasons you are listing.  It does mean the person’s behavior or dress attire was such that the business wants them to leave.  The chances of this being for discriminatory reasons are so small.  Why are you even bothering with it, especially when you can’t prove it with evidence, but only by an individual’s opinion?

Where does the business go to get their reputation and expenses back when you can’t prove any wrongdoing?  The last thing our community needs is more legislation that will only make matters worse.  This ordinance will not improve anything!  It will only destroy the innocent by a handful of whining crybabies who can’t understand that their behavior or inappropriate clothing attire was the issue, not the color of their skin, their sex, or their chosen sexuality.","Stop all activity on this topic, it is a complete waste of time!",,None provided,1950 - 1979,Other,Church,,,No,756092,Resident,Non Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
36:48.0,Churches and religious organizations should be free under the constitution to practice and teach their religion without discrimination or adverse effects against them.,Children and women should be able to go to the bathroom safely with others of their own born gender.,"I go to church, teach, and do business in Denton",76227,1980 - 2009,Other,Church,"Natural Environment/Resource Conservation, Parks and Recreation",,No,756223,Non Resident,Non Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
44:56.0,"I don't think that it is necessary when there are already ant discrimination laws on the books. It is not the city council's place to ""legislate"".",If this moves forward then you should have to put it to a vote by registered voters.,,None provided,1950 - 1979,Other,Facebook,"Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Utilities (Water/Wastewater, Electricity)",,,756309,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works in Denton,Oppose
02:43.0,,Please consider including hairstyles. I'd like to see the city protect employees from discrimination based on Black hair and natural hairstyles. 13 States have already passed legislation banning such discrimination.,,76210,1980 - 2009,City Social Media Account,,"Natural Environment/Resource Conservation, Sustainability, Parks and Recreation, Trash, Recycling, and Composting, Other",Libraries,,723709,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Support
03:51.0,I do not agree that genetically male transgender people should be allowed to compete against biologically female competitors in sports.,I do not agree that genetically male transgender people should be allowed to compete against biologically female competitors in sports.,,76205,1930 - 1949,Other,internet,Other,streets,No,723710,Resident,Property Owner,Business Owner,Non Student,Non Renter,Works outside Denton,Support
23:23.0,"I firmly believe that individuals should not be discriminated against period. The EEOC already speaks to this content with the exception of the explicit wording regarding ""sexual orientation or gender identity.""
However, the EEOC does protect against discrimination based upon sex (https://eeoc.com/guidance/discrimination/sex-discrimination/).
Given that the current public discussion is that ""sexual orientation or gender identity"" are integral to one's sex, the implied protection already exists.
The fact that the City Council and staff spent the time to draft this ordinance, then excluded a host of circumstances that appear to eliminate push-back from specific groups seems like a large waste of time to virtue signal without adding any real value to the community.
Again, I do not feel any person or group should ever face discrimination - I just feel this document, along with the administrative effort to manage it, is not necessary.",,,76205,1950 - 1979,Other,Link from Nextdoor,"Community/Neighborhood Programs, Transportation and Infrastructure, Other",Expenditures on Public Art,Yes,723814,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works in Denton,Oppose
30:50.0,"Civil Rights Act of 1964
The Civil Rights Act of 1964 is a landmark civil rights and labor law in the United States that outlaws discrimination based on race, color, religion, sex, national origin, and later sexual orientation and gender identity.",This ordinance is not needed. The rights of ALL people are already protected by Federal Law. No one group should be given 'special' rights just because some other cities are 'doing it' doesn't make it right. Period.,,None provided,1950 - 1979,Other,Jesse Davis - regular newsletter,"Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity), Trash, Recycling, and Composting, Other",Public education,Yes,726650,Non Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
49:05.0,"First, Federal and State laws are in place to protect every group mentioned in this ordinance with the exception of transgender people.

Second, God created in His image two distinct people, male and female. He is the one that creates each individual and chooses the sex of the person. It is against God and nature for a person to decide to choose a different sex. 

Third, based on the above, forcing my church to accommodate and celebrate transgender people living a transgender lifestyle violates my freedom of religion. (A transgender person is welcome in my church as long as they come and participate as the person God created them to be.)

Forth, it is wrong to expose female children and women to transgender men in public restrooms, dressing rooms or locker rooms. This has resulted in numerous rapes and other sexual crimes committed by men claiming to be women, when they are really sexual predators. 

As a Bible-believing follower of Jesus, my heart breaks for people caught in transgender confusion. I do not wish them any ill will nor do I condone mistreatment of them.  However,  I do not want their unrealistic and unnatural behavior and choices forced on myself or any other member of this community.","Page 10 of draft, (d) Additional Exclusions
Under 1. section C
Religious organizations and private clubs are allowed to give preference to their members as long as they do not discriminate in their membership.

This statement explicitly violates freedom of religion given to citizens by the Constitution of the United States.  
Churches have the constitutional right to follow the teaching of the Bible, Buda, the Quran or any other religious book they hold to be true.  

The above statement would require all churches to accept any person that request membership, even if they don't hold to the teaching of said church.

This blatantly violates freedom of religion.",,76208,1950 - 1979,Family or Friend,,"Transportation and Infrastructure, Utilities (Water/Wastewater, Electricity), Other",NDO,No,735767,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works in Denton,Oppose
12:05.0,I am opposed to the NDO for the same reason I am against Shira Law. We already have one United States constitution for our governance and it’s a good one. We do not need another ruling document. You are giving unlawful permission to interest groups by attempting to create this NDO.,Please cease and desist creating a false document that caters to special interest groups that refuse to live under our American Constitution.,I live in Denton County,76226,1950 - 1979,Family or Friend,,"Public Safety (Police, Fire, Emergency Preparedness, Utilities (Water/Wastewater, Electricity), Other",Education,No,740667,Non Resident,Non Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
10:16.0,"This NDO is incredibly important for our community to be a safe space for all. We all want to make our community a safe place for all, so this is so needed. Especially with the population of LGBTQ individuals residing in Denton we want to make sure they are welcome and can be successful in our town.",,,76207,1980 - 2009,Other,Outreach social media,"Sustainability, Transportation and Infrastructure, Other",Inclusivity and nondiscrimination,No,744536,Resident,Non Property Owner,Non Business Owner,Student,Renter,Works in Denton,Support
53:28.0,A comprehensive NDO is way overdue for our community. Denton should be a place where diversity is welcome and people are included. Trans and nonbinary residents specifically deserve our protection and are extremely vulnerable to abuse.,Show that you care about the discrimination that your constituents have incurred in the absence of any local protections.,,76201,1980 - 2009,Family or Friend,,"Community/Neighborhood Programs, Planning and Development, Transportation and Infrastructure, Other","Affordable Housing, Accessibility",No,744758,Resident,Non Property Owner,Business Owner,Non Student,Renter,Works in Denton,Support
21:10.0,a non-discrimination ordinance is important for ALL residents of Denton and needs to be prioritized.,,,76201,1980 - 2009,Other,Denton Concerns Facebook page,"Natural Environment/Resource Conservation, Sustainability, Other",LGBTQIA rights. Rights for all people.,No,747815,Resident,Non Property Owner,Non Business Owner,Non Student,Renter,Works outside Denton,Support
02:33.0,"I firmly believe business owners and religious organizations should have the freedom to hire whomever they  see fit based on qualifications, religious beliefs, and compatibility without being accused of discrimination.",,,None provided,1950 - 1979,City Social Media Account,,Other,Businesses,No,749371,Non Resident,Non Property Owner,Non Business Owner,Non Student,Non Renter,Works in Denton,Oppose
06:59.0,"1. This discriminates against and violates the religious and ethical convictions of Muslims, Jews, Christians, and many others in our community.
2. This permits those with sexual orientations towards minors and minors to endanger and discomfort groups deserving protection.
3. This codifies a non-biological definition of gender identity that contradicts science and violates the sacred writings governing the religious beliefs and practices of most religious groups.
4. This will be detrimental to the peace, progress, and welfare of the City.","Existing federal and state legislation provide sufficient non-discrimination protection to preserve Denton's diversity, peace, progress, and welfare without introducing new legislation that will discriminate against Denton's religious communities and other members whose religious, scientific, and ethical convictions do not accord with novel redefinitions of gender identity and sexuality.",,None provided,1950 - 1979,Family or Friend,,"Community/Neighborhood Programs, Planning and Development, Public Safety (Police, Fire, Emergency Preparedness, Parks and Recreation, Other",social issues,Yes,751571,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works in Denton,Oppose
35:45.0,"This is a violation of freedom of speech and religion. It is also an attempt to incrementally progress toward less and less of these freedoms over time. Despite what may be said to the contrary, that has been shown to be the case repeatedly in similar situations.","Most importantly, the government at any level absolutely does NOT have the right to tell people what they can and cannot say. Additionally, to try and legislate such a subjective matter is impossible and will ultimately be unenforceable. Yet it will be enforced according to those with a very particular ideology that wishes to silence contrary views and wield authoritarian power. It is reprehensible that a city or any government could bring legal penalties upon someone in a church or business or elsewhere for not taking a particular view of sexuality or gender. If this were to be put into law, it would be a direct violation of the first amendment.",,76210,1980 - 2009,Family or Friend,,"Community/Neighborhood Programs, Public Safety (Police, Fire, Emergency Preparedness, Other",Political/Social Policy,No,752355,Resident,Property Owner,Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
25:47.0,"Non-discrimination based on employment and housing is already covered by law and is, therefore, an unnecessary overreach of local government. Specifically, I am concerned about the lack of an “Educational institution” exemption and want restoration of the “Public Accommodations” exclusion (removed from a previous draft). My core belief as it applies to the NDO is less about gender identity and much more about opposing an ordinance that gives an avenue for chaos and confusion - providing an easy inroad to those (no matter the gender identity) with devious and malicious intent. The City Council has admitted that discrimination is already “rare,” so sweeping changes are unnecessary.",The definition of EDUCATIONAL INSTITUTION includes all public and private schools and then isn’t mentioned again. Councilor Maguire says the NDO “doesn’t apply to schools.” Then why isn’t there a specific exemption for them?,,76210,1950 - 1979,www.cityofdenton.com,,Other,Non-Discrimination Ordinance,Yes,755700,Resident,Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
30:33.0,If I approve of your Non-Discrimination Ordinance that law can discriminate against God. Canada has this law and a minister can not mention That God created Man and Woman. That is a very slick and underlying way to under-mind the written word.,,,76208,1930 - 1949,Other,Church,Other,Law,Yes,756439,Resident,Non Property Owner,Non Business Owner,Non Student,Non Renter,Works outside Denton,Oppose
